注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例
2008,8150,社区服务,江西,集体所有制企业,自然人,0.97
2005,5270,社区服务,福建,合伙企业,企业法人,0.99
2005,910,服务业,山东,合伙企业,自然人,0.82
2008,4650,零售业,广东,合伙企业,自然人,0.82
2008,7610,服务业,湖北,有限责任公司,企业法人,0.82
2003,750,商业服务业,湖南,合伙企业,自然人,0.92
2005,9170,服务业,山东,集体所有制企业,自然人,0.62
2000,9550,工业,广西,股份有限公司,企业法人,0.64
2006,2860,服务业,广西,合伙企业,企业法人,0.85
2010,4490,零售业,江西,有限责任公司,企业法人,0.53
2006,5690,服务业,湖南,农民专业合作社,自然人,0.84
2002,110,商业服务业,福建,集体所有制企业,自然人,0.95
2005,3190,零售业,湖南,股份有限公司,企业法人,NA
2002,730,工业,广东,有限责任公司,自然人,0.68
2006,3650,交通运输业,江西,股份有限公司,企业法人,0.79
2004,1590,交通运输业,广西,集体所有制企业,企业法人,0.83
2013,9050,社区服务,江西,农民专业合作社,企业法人,0.89
2003,8140,商业服务业,湖南,集体所有制企业,自然人,0.82
2003,5580,商业服务业,山东,有限责任公司,自然人,0.95
2014,9980,商业服务业,湖南,股份有限公司,企业法人,0.96
2004,560,零售业,湖北,集体所有制企业,自然人,0.77
2003,4710,工业,湖南,股份有限公司,企业法人,0.68
2002,7350,服务业,湖南,合伙企业,自然人,0.73
2013,630,社区服务,江西,集体所有制企业,自然人,0.8
2004,9630,商业服务业,福建,合伙企业,企业法人,0.76
2011,8140,交通运输业,广东,集体所有制企业,自然人,0.72
2010,1410,交通运输业,福建,农民专业合作社,企业法人,0.65
2006,8180,零售业,广西,集体所有制企业,自然人,0.61
2003,2680,社区服务,湖南,有限责任公司,自然人,0.89
2008,8140,商业服务业,福建,农民专业合作社,企业法人,0.93
2014,5670,商业服务业,广西,农民专业合作社,自然人,0.67
2009,2060,商业服务业,江西,有限责任公司,自然人,0.99
2003,6400,零售业,广东,股份有限公司,企业法人,0.8
2006,4130,交通运输业,山东,集体所有制企业,自然人,0.78
2013,9710,零售业,江西,股份有限公司,企业法人,0.53
2007,6680,商业服务业,湖南,股份有限公司,企业法人,0.56
2000,5910,交通运输业,福建,农民专业合作社,企业法人,0.8
2001,2280,零售业,福建,农民专业合作社,自然人,0.93
2010,8810,服务业,广东,股份有限公司,企业法人,0.52
2009,9880,交通运输业,湖北,合伙企业,企业法人,0.73
2012,9800,社区服务,江西,合伙企业,自然人,0.92
2006,9170,零售业,广西,合伙企业,自然人,0.76
2014,3530,工业,广西,合伙企业,企业法人,0.93
2007,6090,社区服务,广西,合伙企业,自然人,0.8
2002,5250,零售业,广东,农民专业合作社,企业法人,0.9
2001,870,服务业,福建,股份有限公司,企业法人,0.73
2002,110,社区服务,江西,农民专业合作社,自然人,0.58
2007,3320,工业,广东,有限责任公司,企业法人,0.57
2012,3010,商业服务业,福建,集体所有制企业,自然人,0.57
2005,750,社区服务,山东,合伙企业,企业法人,0.63
2012,280,零售业,江西,有限责任公司,自然人,0.62
2008,7910,零售业,山东,合伙企业,自然人,0.82
2013,6270,社区服务,广东,股份有限公司,企业法人,0.66
2014,260,交通运输业,湖北,有限责任公司,企业法人,0.52
NA,8810,服务业,湖北,农民专业合作社,自然人,0.86
2007,2410,零售业,江西,合伙企业,企业法人,1
2008,4290,社区服务,广西,合伙企业,自然人,0.54
2006,6570,交通运输业,湖北,合伙企业,企业法人,0.74
2010,NA,社区服务,江西,股份有限公司,企业法人,0.98
2002,9540,工业,福建,有限责任公司,企业法人,0.93
2011,6580,交通运输业,湖北,农民专业合作社,企业法人,0.53
2003,8610,交通运输业,广西,有限责任公司,企业法人,0.85
2014,6360,商业服务业,山东,合伙企业,企业法人,0.94
2009,7640,零售业,江西,有限责任公司,企业法人,0.58
2002,4500,交通运输业,湖南,合伙企业,自然人,0.51
2012,1300,NA,湖南,集体所有制企业,自然人,0.71
2011,7300,商业服务业,广西,农民专业合作社,自然人,0.6
2014,1780,商业服务业,福建,农民专业合作社,自然人,0.84
2008,4100,服务业,湖北,集体所有制企业,自然人,0.53
2005,3210,工业,广西,合伙企业,自然人,0.96
2011,2290,零售业,江西,股份有限公司,企业法人,0.92
2006,7880,商业服务业,江西,有限责任公司,自然人,0.65
2000,4970,服务业,广西,合伙企业,企业法人,0.67
2003,2270,商业服务业,湖北,有限责任公司,自然人,0.88
2001,NA,商业服务业,湖南,股份有限公司,自然人,0.92
2008,NA,服务业,江西,集体所有制企业,企业法人,0.98
2009,9200,零售业,山东,股份有限公司,自然人,0.98
2012,8210,工业,湖北,集体所有制企业,自然人,0.89
2011,250,交通运输业,广东,合伙企业,自然人,0.98
2003,6090,交通运输业,福建,合伙企业,企业法人,0.81
2010,2170,工业,江西,股份有限公司,企业法人,0.71
2012,9580,零售业,广东,有限责任公司,企业法人,0.72
2008,1890,交通运输业,广东,股份有限公司,企业法人,0.81
NA,4630,社区服务,广东,合伙企业,自然人,0.63
2003,4680,服务业,广东,股份有限公司,自然人,0.82
2014,6270,社区服务,湖北,股份有限公司,企业法人,NA
2004,8300,零售业,福建,农民专业合作社,企业法人,0.75
2014,9410,交通运输业,湖南,股份有限公司,企业法人,0.74
2008,4470,社区服务,江西,有限责任公司,企业法人,0.6
2010,7820,交通运输业,广西,合伙企业,企业法人,0.65
2000,8840,工业,湖南,集体所有制企业,企业法人,0.71
2008,6790,服务业,江西,集体所有制企业,自然人,0.96
2001,710,社区服务,山东,股份有限公司,企业法人,0.89
2007,4450,交通运输业,福建,合伙企业,自然人,0.98
2007,4730,服务业,江西,股份有限公司,自然人,0.93
2011,380,商业服务业,广东,股份有限公司,自然人,0.62
2012,8870,商业服务业,湖南,合伙企业,企业法人,0.54
NA,6460,服务业,广东,有限责任公司,企业法人,0.88
2002,4870,社区服务,广西,股份有限公司,企业法人,0.55
2004,4190,交通运输业,江西,股份有限公司,自然人,0.94
2000,9950,服务业,广东,有限责任公司,自然人,0.95
2014,8370,服务业,福建,集体所有制企业,自然人,0.71
2009,8820,社区服务,湖北,集体所有制企业,自然人,0.99
2013,8280,服务业,湖南,农民专业合作社,自然人,0.59
2012,9360,商业服务业,山东,股份有限公司,自然人,0.53
2012,4270,社区服务,广西,合伙企业,自然人,0.79
2007,4920,服务业,江西,股份有限公司,企业法人,0.77
2000,9560,交通运输业,山东,农民专业合作社,企业法人,0.74
2001,6580,商业服务业,山东,合伙企业,企业法人,0.75
2002,6280,交通运输业,福建,有限责任公司,自然人,0.88
2004,4780,交通运输业,湖南,合伙企业,企业法人,0.83
2009,3780,社区服务,山东,合伙企业,企业法人,0.66
2006,8260,商业服务业,湖南,股份有限公司,自然人,0.86
2013,1420,零售业,广西,有限责任公司,企业法人,0.75
2004,5570,社区服务,广西,集体所有制企业,企业法人,0.53
2005,7700,工业,山东,农民专业合作社,自然人,0.53
2003,6920,零售业,山东,股份有限公司,企业法人,0.53
2006,9180,社区服务,广西,股份有限公司,自然人,0.7
2005,1400,服务业,山东,有限责任公司,企业法人,0.91
2012,4200,零售业,江西,股份有限公司,自然人,0.73
2006,8800,社区服务,湖南,合伙企业,企业法人,0.72
2004,9450,服务业,湖北,NA,企业法人,0.53
2004,2830,商业服务业,湖北,有限责任公司,自然人,0.93
2003,2300,社区服务,湖北,股份有限公司,自然人,0.84
2008,7880,服务业,湖北,集体所有制企业,企业法人,0.68
2009,1390,工业,广东,合伙企业,自然人,0.91
2011,7640,商业服务业,湖南,有限责任公司,自然人,0.91
2011,4640,服务业,广东,农民专业合作社,自然人,0.88
2003,6030,交通运输业,湖北,股份有限公司,企业法人,0.68
2012,4280,工业,江西,合伙企业,企业法人,0.68
2014,3240,零售业,山东,合伙企业,企业法人,0.74
2002,2430,社区服务,山东,农民专业合作社,企业法人,NA
2004,2210,交通运输业,江西,农民专业合作社,企业法人,0.63
2001,3250,商业服务业,广东,股份有限公司,企业法人,0.86
2000,2850,零售业,广西,有限责任公司,企业法人,0.78
2000,1910,商业服务业,福建,集体所有制企业,自然人,0.62
2010,9450,社区服务,广西,股份有限公司,企业法人,0.6
2013,5910,社区服务,广西,有限责任公司,自然人,0.86
2007,2200,工业,福建,有限责任公司,企业法人,0.55
2013,3470,商业服务业,山东,集体所有制企业,企业法人,0.85
2009,3340,商业服务业,广东,集体所有制企业,企业法人,0.85
2006,8590,服务业,广西,农民专业合作社,企业法人,0.74
2014,7750,交通运输业,广东,有限责任公司,自然人,0.84
2001,2280,交通运输业,福建,农民专业合作社,企业法人,0.91
2013,2070,工业,湖北,有限责任公司,自然人,0.88
2000,9940,零售业,江西,股份有限公司,自然人,0.66
2013,450,服务业,山东,有限责任公司,企业法人,0.76
2002,8870,交通运输业,湖北,集体所有制企业,自然人,0.84
2005,2040,工业,广西,集体所有制企业,自然人,0.95
2007,9590,零售业,江西,合伙企业,企业法人,0.55
2012,5920,零售业,山东,合伙企业,自然人,0.56
2012,5940,交通运输业,广西,有限责任公司,自然人,0.7
2004,8670,服务业,山东,农民专业合作社,企业法人,0.78
2007,1430,工业,福建,合伙企业,企业法人,0.94
2001,7080,商业服务业,江西,有限责任公司,自然人,0.91
2010,6450,社区服务,福建,农民专业合作社,企业法人,0.75
2003,2900,交通运输业,湖北,股份有限公司,自然人,0.93
2008,5830,工业,山东,有限责任公司,企业法人,0.55
2005,8390,零售业,福建,集体所有制企业,企业法人,0.54
2007,7720,零售业,湖北,股份有限公司,企业法人,0.53
2012,2260,社区服务,NA,股份有限公司,自然人,0.77
2008,2000,交通运输业,江西,股份有限公司,企业法人,0.53
2011,1970,服务业,福建,农民专业合作社,NA,0.52
2014,9670,服务业,江西,农民专业合作社,自然人,0.71
2001,320,零售业,湖北,有限责任公司,自然人,0.78
2010,4140,商业服务业,广西,农民专业合作社,自然人,0.72
2006,5440,社区服务,湖北,股份有限公司,自然人,0.86
2001,5970,零售业,江西,集体所有制企业,自然人,0.98
2000,4880,服务业,湖南,有限责任公司,自然人,0.95
2002,7050,交通运输业,湖南,合伙企业,自然人,0.98
2006,9820,交通运输业,广西,合伙企业,企业法人,0.67
2010,2170,服务业,福建,合伙企业,自然人,0.65
2000,9160,零售业,湖北,合伙企业,自然人,0.99
2005,9460,NA,湖北,集体所有制企业,自然人,0.55
2003,8900,交通运输业,广西,集体所有制企业,自然人,0.52
2000,2930,商业服务业,广东,股份有限公司,企业法人,0.88
2001,5540,商业服务业,山东,有限责任公司,企业法人,0.62
2008,3730,工业,江西,有限责任公司,自然人,0.76
2008,8080,商业服务业,江西,农民专业合作社,企业法人,0.84
2003,6670,社区服务,湖南,有限责任公司,企业法人,0.77
2006,1490,商业服务业,山东,集体所有制企业,企业法人,0.69
2002,9600,社区服务,山东,集体所有制企业,企业法人,0.88
2008,6940,零售业,山东,农民专业合作社,自然人,0.9
2005,8730,零售业,福建,有限责任公司,自然人,0.9
2002,9920,社区服务,湖北,有限责任公司,企业法人,0.86
2005,9290,商业服务业,广东,股份有限公司,自然人,1
2001,1150,社区服务,江西,有限责任公司,企业法人,0.99
2010,7430,服务业,福建,合伙企业,企业法人,0.99
2013,6690,社区服务,湖南,股份有限公司,企业法人,0.98
2013,6840,社区服务,广东,农民专业合作社,企业法人,0.9
2002,8170,工业,福建,有限责任公司,自然人,0.7
2000,4930,交通运输业,福建,农民专业合作社,自然人,0.79
2012,9790,工业,广西,股份有限公司,自然人,0.52
2006,1430,交通运输业,福建,股份有限公司,企业法人,0.67
2003,7660,交通运输业,湖南,NA,企业法人,0.75
2010,NA,社区服务,湖北,股份有限公司,企业法人,0.53
2006,270,交通运输业,湖南,股份有限公司,自然人,0.65
2008,6570,工业,湖北,合伙企业,企业法人,0.75
2011,5710,服务业,山东,合伙企业,企业法人,0.54
2007,1810,社区服务,广西,合伙企业,企业法人,0.96
2004,8170,商业服务业,湖南,股份有限公司,自然人,0.57
2003,6650,零售业,湖北,有限责任公司,自然人,0.68
2002,6210,工业,广东,集体所有制企业,企业法人,0.9
2014,5200,交通运输业,江西,集体所有制企业,企业法人,NA
2002,3910,社区服务,湖南,集体所有制企业,自然人,0.54
2001,4470,商业服务业,福建,集体所有制企业,企业法人,0.6
2002,1940,零售业,湖南,有限责任公司,自然人,0.59
2001,4380,工业,广东,股份有限公司,企业法人,0.77
2000,1830,交通运输业,江西,股份有限公司,自然人,0.92
2009,5820,商业服务业,福建,股份有限公司,自然人,0.82
2012,9370,工业,广西,有限责任公司,自然人,0.87
2008,7330,社区服务,湖南,股份有限公司,自然人,0.78
2002,6660,工业,湖南,农民专业合作社,企业法人,0.72
2007,570,零售业,湖北,有限责任公司,企业法人,0.65
2002,4090,服务业,江西,集体所有制企业,自然人,0.58
2011,9830,商业服务业,湖北,集体所有制企业,自然人,0.93
2011,4400,零售业,NA,集体所有制企业,企业法人,0.6
2010,4070,交通运输业,江西,集体所有制企业,企业法人,0.84
2012,5410,商业服务业,湖南,集体所有制企业,自然人,0.76
2010,6340,零售业,山东,合伙企业,企业法人,0.68
2013,8280,工业,NA,农民专业合作社,企业法人,0.91
2003,5790,商业服务业,湖北,集体所有制企业,自然人,0.82
2004,1170,零售业,湖北,合伙企业,自然人,0.86
2001,8280,工业,广西,有限责任公司,企业法人,0.75
2010,4060,商业服务业,福建,集体所有制企业,自然人,0.51
2007,2450,社区服务,江西,农民专业合作社,企业法人,0.55
2014,4360,商业服务业,湖北,有限责任公司,自然人,0.7
2010,7030,服务业,广西,农民专业合作社,企业法人,0.9
2000,5490,社区服务,江西,有限责任公司,企业法人,0.64
2000,7340,服务业,江西,集体所有制企业,自然人,0.84
